mca_recid,mca_refsite,mca_refd,site,year,img_fid,img_flink,day_c,img_c,grid_id,autoc
1427,155,11,M3,12,3123313,M3123313.jpg,13,3,3,
1428,156,12,M3,12,3123413,M3123413.jpg,13,3,4,
1429,1,1,T1,13,113111,T113111.jpg,1,1,1,
1430,2,2,T1,13,113121,T113121.jpg,1,1,2,
1431,3,3,T1,13,113131,T113131.jpg,1,1,3,
1432,4,4,T1,13,113141,T113141.jpg,1,1,4,
1433,5,5,T1,13,113211,T113211.jpg,1,2,1,
1434,6,6,T1,13,113221,T113221.jpg,1,2,2,
1435,7,7,T1,13,113231,T113231.jpg,1,2,3,
1436,8,8,T1,13,113241,T113241.jpg,1,2,4,
1437,9,9,T1,13,113311,T113311.jpg,1,3,1,
1438,10,10,T1,13,113321,T113321.jpg,1,3,2,
1439,11,11,T1,13,113331,T113331.jpg,1,3,3,
1440,12,12,T1,13,113341,T113341.jpg,1,3,4,
1441,13,1,T1,13,113112,T113112.jpg,2,1,1,
1442,14,2,T1,13,113122,T113122.jpg,2,1,2,
1443,15,3,T1,13,113132,T113132.jpg,2,1,3,
1444,16,4,T1,13,113142,T113142.jpg,2,1,4,
1445,17,5,T1,13,113212,T113212.jpg,2,2,1,
1446,18,6,T1,13,113222,T113222.jpg,2,2,2,
1447,19,7,T1,13,113232,T113232.jpg,2,2,3,
1448,20,8,T1,13,113242,T113242.jpg,2,2,4,
1449,21,9,T1,13,113312,T113312.jpg,2,3,1,
1450,22,10,T1,13,113322,T113322.jpg,2,3,2,
1451,23,11,T1,13,113332,T113332.jpg,2,3,3,
1452,24,12,T1,13,113342,T113342.jpg,2,3,4,
1453,25,1,T1,13,113113,T113113.jpg,3,1,1,
1454,26,2,T1,13,113123,T113123.jpg,3,1,2,
1455,27,3,T1,13,113133,T113133.jpg,3,1,3,
1456,28,4,T1,13,113143,T113143.jpg,3,1,4,
1457,29,5,T1,13,113213,T113213.jpg,3,2,1,
1458,30,6,T1,13,113223,T113223.jpg,3,2,2,
1459,31,7,T1,13,113233,T113233.jpg,3,2,3,
1460,32,8,T1,13,113243,T113243.jpg,3,2,4,
1461,33,9,T1,13,113313,T113313.jpg,3,3,1,
1462,34,10,T1,13,113323,T113323.jpg,3,3,2,
1463,35,11,T1,13,113333,T113333.jpg,3,3,3,
1464,36,12,T1,13,113343,T113343.jpg,3,3,4,
1465,37,1,T1,13,113114,T113114.jpg,4,1,1,
1466,38,2,T1,13,113124,T113124.jpg,4,1,2,
1467,39,3,T1,13,113134,T113134.jpg,4,1,3,
1468,40,4,T1,13,113144,T113144.jpg,4,1,4,
1469,41,5,T1,13,113214,T113214.jpg,4,2,1,
1470,42,6,T1,13,113224,T113224.jpg,4,2,2,
1471,43,7,T1,13,113234,T113234.jpg,4,2,3,
1472,44,8,T1,13,113244,T113244.jpg,4,2,4,
1473,45,9,T1,13,113314,T113314.jpg,4,3,1,
1474,46,10,T1,13,113324,T113324.jpg,4,3,2,
1475,47,11,T1,13,113334,T113334.jpg,4,3,3,
1476,48,12,T1,13,113344,T113344.jpg,4,3,4,
1477,49,1,T1,13,113115,T113115.jpg,5,1,1,
1478,50,2,T1,13,113125,T113125.jpg,5,1,2,
1479,51,3,T1,13,113135,T113135.jpg,5,1,3,
1480,52,4,T1,13,113145,T113145.jpg,5,1,4,
1481,53,5,T1,13,113215,T113215.jpg,5,2,1,
1482,54,6,T1,13,113225,T113225.jpg,5,2,2,
1483,55,7,T1,13,113235,T113235.jpg,5,2,3,
1484,56,8,T1,13,113245,T113245.jpg,5,2,4,
1485,57,9,T1,13,113315,T113315.jpg,5,3,1,
1486,58,10,T1,13,113325,T113325.jpg,5,3,2,
1487,59,11,T1,13,113335,T113335.jpg,5,3,3,
1488,60,12,T1,13,113346,T113346.jpg,6,3,4,
1489,61,1,T1,13,113116,T113116.jpg,6,1,1,
1490,62,2,T1,13,113126,T113126.jpg,6,1,2,
1491,63,3,T1,13,113136,T113136.jpg,6,1,3,
1492,64,4,T1,13,113146,T113146.jpg,6,1,4,
1493,65,5,T1,13,113216,T113216.jpg,6,2,1,
1494,66,6,T1,13,113226,T113226.jpg,6,2,2,
1495,67,7,T1,13,113236,T113236.jpg,6,2,3,
1496,68,8,T1,13,113246,T113246.jpg,6,2,4,
1497,69,9,T1,13,113316,T113316.jpg,6,3,1,
1498,70,10,T1,13,113326,T113326.jpg,6,3,2,
1499,71,11,T1,13,113336,T113336.jpg,6,3,3,
1500,72,12,T1,13,113346,T113346.jpg,6,3,4,
1501,73,1,T1,13,113117,T113117.jpg,7,1,1,
1502,74,2,T1,13,113127,T113127.jpg,7,1,2,
1503,75,3,T1,13,113137,T113137.jpg,7,1,3,
1504,76,4,T1,13,113147,T113147.jpg,7,1,4,
1505,77,5,T1,13,113217,T113217.jpg,7,2,1,
1506,78,6,T1,13,113227,T113227.jpg,7,2,2,
1507,79,7,T1,13,113237,T113237.jpg,7,2,3,
1508,80,8,T1,13,113247,T113247.jpg,7,2,4,
1509,81,9,T1,13,113317,T113317.jpg,7,3,1,
1510,82,10,T1,13,113327,T113327.jpg,7,3,2,
1511,83,11,T1,13,113337,T113337.jpg,7,3,3,
1512,84,12,T1,13,113347,T113347.jpg,7,3,4,
1513,85,1,T1,13,113118,T113118.jpg,8,1,1,
1514,86,2,T1,13,113128,T113128.jpg,8,1,2,
1515,87,3,T1,13,113138,T113138.jpg,8,1,3,
1516,88,4,T1,13,113148,T113148.jpg,8,1,4,
1517,89,5,T1,13,113218,T113218.jpg,8,2,1,
1518,90,6,T1,13,113228,T113228.jpg,8,2,2,
1519,91,7,T1,13,113238,T113238.jpg,8,2,3,
1520,92,8,T1,13,113248,T113248.jpg,8,2,4,
1521,93,9,T1,13,113318,T113318.jpg,8,3,1,
1522,94,10,T1,13,113328,T113328.jpg,8,3,2,
1523,95,11,T1,13,113338,T113338.jpg,8,3,3,
1524,96,12,T1,13,113348,T113348.jpg,8,3,4,
1525,97,1,T1,13,113119,T113119.jpg,9,1,1,
1526,98,2,T1,13,113129,T113129.jpg,9,1,2,
1527,99,3,T1,13,113139,T113139.jpg,9,1,3,
1528,100,4,T1,13,113149,T113149.jpg,9,1,4,
1529,101,5,T1,13,113219,T113219.jpg,9,2,1,
1530,102,6,T1,13,113229,T113229.jpg,9,2,2,
1531,103,7,T1,13,113239,T113239.jpg,9,2,3,
1532,104,8,T1,13,113249,T113249.jpg,9,2,4,
1533,105,9,T1,13,113319,T113319.jpg,9,3,1,
1534,106,10,T1,13,113329,T113329.jpg,9,3,2,
1535,107,11,T1,13,113339,T113339.jpg,9,3,3,
1536,108,12,T1,13,113349,T113349.jpg,9,3,4,
1537,109,1,T1,13,1131110,T1131110.jpg,10,1,1,
1538,110,2,T1,13,1131210,T1131210.jpg,10,1,2,
1539,111,3,T1,13,1131310,T1131310.jpg,10,1,3,
1540,112,4,T1,13,1131410,T1131410.jpg,10,1,4,
1541,113,5,T1,13,1132110,T1132110.jpg,10,2,1,
1542,114,6,T1,13,1132210,T1132210.jpg,10,2,2,
1543,115,7,T1,13,1132310,T1132310.jpg,10,2,3,
1544,116,8,T1,13,1132410,T1132410.jpg,10,2,4,
1545,117,9,T1,13,1133110,T1133110.jpg,10,3,1,
1546,118,10,T1,13,1133210,T1133210.jpg,10,3,2,
1547,119,11,T1,13,1133310,T1133310.jpg,10,3,3,
1548,120,12,T1,13,1133410,T1133410.jpg,10,3,4,
1549,1,1,P2,13,213111,P213111.jpg,1,1,1,
1550,2,2,P2,13,213121,P213121.jpg,1,1,2,
1551,3,3,P2,13,213131,P213131.jpg,1,1,3,
1552,4,4,P2,13,213141,P213141.jpg,1,1,4,
1553,5,5,P2,13,213211,P213211.jpg,1,2,1,
1554,6,6,P2,13,213221,P213221.jpg,1,2,2,
1555,7,7,P2,13,213231,P213231.jpg,1,2,3,
1556,8,8,P2,13,213241,P213241.jpg,1,2,4,
1557,9,9,P2,13,213311,P213311.jpg,1,3,1,
1558,10,10,P2,13,213321,P213321.jpg,1,3,2,
1559,11,11,P2,13,213331,P213331.jpg,1,3,3,
1560,12,12,P2,13,213341,P213341.jpg,1,3,4,
1561,13,1,P2,13,213112,P213112.jpg,2,1,1,
1562,14,2,P2,13,213122,P213122.jpg,2,1,2,
1563,15,3,P2,13,213132,P213132.jpg,2,1,3,
1564,16,4,P2,13,213142,P213142.jpg,2,1,4,
1565,17,5,P2,13,213212,P213212.jpg,2,2,1,
1566,18,6,P2,13,213222,P213222.jpg,2,2,2,
1567,19,7,P2,13,213232,P213232.jpg,2,2,3,
1568,20,8,P2,13,213242,P213242.jpg,2,2,4,
1569,21,9,P2,13,213312,P213312.jpg,2,3,1,
1570,22,10,P2,13,213322,P213322.jpg,2,3,2,
1571,23,11,P2,13,213332,P213332.jpg,2,3,3,
1572,24,12,P2,13,213342,P213342.jpg,2,3,4,
1573,25,1,P2,13,213113,P213113.jpg,3,1,1,
1574,26,2,P2,13,213123,P213123.jpg,3,1,2,
1575,27,3,P2,13,213133,P213133.jpg,3,1,3,
1576,28,4,P2,13,213143,P213143.jpg,3,1,4,
1577,29,5,P2,13,213213,P213213.jpg,3,2,1,
1578,30,6,P2,13,213223,P213223.jpg,3,2,2,
1579,31,7,P2,13,213233,P213233.jpg,3,2,3,
1580,32,8,P2,13,213243,P213243.jpg,3,2,4,
1581,33,9,P2,13,213313,P213313.jpg,3,3,1,
1582,34,10,P2,13,213323,P213323.jpg,3,3,2,
1583,35,11,P2,13,213333,P213333.jpg,3,3,3,
1584,36,12,P2,13,213343,P213343.jpg,3,3,4,
1585,37,1,P2,13,213114,P213114.jpg,4,1,1,
1586,38,2,P2,13,213124,P213124.jpg,4,1,2,
1587,39,3,P2,13,213134,P213134.jpg,4,1,3,
1588,40,4,P2,13,213144,P213144.jpg,4,1,4,
1589,41,5,P2,13,213214,P213214.jpg,4,2,1,
1590,42,6,P2,13,213224,P213224.jpg,4,2,2,
1591,43,7,P2,13,213234,P213234.jpg,4,2,3,
1592,44,8,P2,13,213244,P213244.jpg,4,2,4,
1593,45,9,P2,13,213314,P213314.jpg,4,3,1,
1594,46,10,P2,13,213324,P213324.jpg,4,3,2,
1595,47,11,P2,13,213334,P213334.jpg,4,3,3,
1596,48,12,P2,13,213344,P213344.jpg,4,3,4,
1597,49,1,P2,13,213115,P213115.jpg,5,1,1,
1598,50,2,P2,13,213125,P213125.jpg,5,1,2,
1599,51,3,P2,13,213135,P213135.jpg,5,1,3,
1600,52,4,P2,13,213145,P213145.jpg,5,1,4,
1601,53,5,P2,13,213215,P213215.jpg,5,2,1,
1602,54,6,P2,13,213225,P213225.jpg,5,2,2,
1603,55,7,P2,13,213235,P213235.jpg,5,2,3,
1604,56,8,P2,13,213245,P213245.jpg,5,2,4,
1605,57,9,P2,13,213315,P213315.jpg,5,3,1,
1606,58,10,P2,13,213325,P213325.jpg,5,3,2,
1607,59,11,P2,13,213335,P213335.jpg,5,3,3,
1608,60,12,P2,13,213346,P213346.jpg,6,3,4,
1609,61,1,P2,13,213116,P213116.jpg,6,1,1,
1610,62,2,P2,13,213126,P213126.jpg,6,1,2,
1611,63,3,P2,13,213136,P213136.jpg,6,1,3,
1612,64,4,P2,13,213146,P213146.jpg,6,1,4,
1613,65,5,P2,13,213216,P213216.jpg,6,2,1,
1614,66,6,P2,13,213226,P213226.jpg,6,2,2,
1615,67,7,P2,13,213236,P213236.jpg,6,2,3,
1616,68,8,P2,13,213246,P213246.jpg,6,2,4,
1617,69,9,P2,13,213316,P213316.jpg,6,3,1,
1618,70,10,P2,13,213326,P213326.jpg,6,3,2,
1619,71,11,P2,13,213336,P213336.jpg,6,3,3,
1620,72,12,P2,13,213346,P213346.jpg,6,3,4,
1621,73,1,P2,13,213117,P213117.jpg,7,1,1,
1622,74,2,P2,13,213127,P213127.jpg,7,1,2,
1623,75,3,P2,13,213137,P213137.jpg,7,1,3,
1624,76,4,P2,13,213147,P213147.jpg,7,1,4,
1625,77,5,P2,13,213217,P213217.jpg,7,2,1,
1626,78,6,P2,13,213227,P213227.jpg,7,2,2,
1627,79,7,P2,13,213237,P213237.jpg,7,2,3,
1628,80,8,P2,13,213247,P213247.jpg,7,2,4,
1629,81,9,P2,13,213317,P213317.jpg,7,3,1,
1630,82,10,P2,13,213327,P213327.jpg,7,3,2,
1631,83,11,P2,13,213337,P213337.jpg,7,3,3,
1632,84,12,P2,13,213347,P213347.jpg,7,3,4,
1633,85,1,P2,13,213118,P213118.jpg,8,1,1,
1634,86,2,P2,13,213128,P213128.jpg,8,1,2,
1635,87,3,P2,13,213138,P213138.jpg,8,1,3,
1636,88,4,P2,13,213148,P213148.jpg,8,1,4,
1637,89,5,P2,13,213218,P213218.jpg,8,2,1,
1638,90,6,P2,13,213228,P213228.jpg,8,2,2,
1639,91,7,P2,13,213238,P213238.jpg,8,2,3,
1640,92,8,P2,13,213248,P213248.jpg,8,2,4,
1641,93,9,P2,13,213318,P213318.jpg,8,3,1,
1642,94,10,P2,13,213328,P213328.jpg,8,3,2,
1643,95,11,P2,13,213338,P213338.jpg,8,3,3,
1644,96,12,P2,13,213348,P213348.jpg,8,3,4,
1645,97,1,P2,13,213119,P213119.jpg,9,1,1,
1646,98,2,P2,13,213129,P213129.jpg,9,1,2,
1647,99,3,P2,13,213139,P213139.jpg,9,1,3,
1648,100,4,P2,13,213149,P213149.jpg,9,1,4,
1649,101,5,P2,13,213219,P213219.jpg,9,2,1,
1650,102,6,P2,13,213229,P213229.jpg,9,2,2,
1651,103,7,P2,13,213239,P213239.jpg,9,2,3,
1652,104,8,P2,13,213249,P213249.jpg,9,2,4,
1653,105,9,P2,13,213319,P213319.jpg,9,3,1,
1654,106,10,P2,13,213329,P213329.jpg,9,3,2,
1655,107,11,P2,13,213339,P213339.jpg,9,3,3,
1656,108,12,P2,13,213349,P213349.jpg,9,3,4,
1657,109,1,P2,13,2131110,P2131110.jpg,10,1,1,
1658,110,2,P2,13,2131210,P2131210.jpg,10,1,2,
1659,111,3,P2,13,2131310,P2131310.jpg,10,1,3,
1660,112,4,P2,13,2131410,P2131410.jpg,10,1,4,
1661,113,5,P2,13,2132110,P2132110.jpg,10,2,1,
1662,114,6,P2,13,2132210,P2132210.jpg,10,2,2,
1663,115,7,P2,13,2132310,P2132310.jpg,10,2,3,
1664,116,8,P2,13,2132410,P2132410.jpg,10,2,4,
1665,117,9,P2,13,2133110,P2133110.jpg,10,3,1,
1666,118,10,P2,13,2133210,P2133210.jpg,10,3,2,
1667,119,11,P2,13,2133310,P2133310.jpg,10,3,3,
1668,120,12,P2,13,2133410,P2133410.jpg,10,3,4,
1669,1,1,M3,13,313111,M313111.jpg,1,1,1,
1670,2,2,M3,13,313121,M313121.jpg,1,1,2,
1671,3,3,M3,13,313131,M313131.jpg,1,1,3,
1672,4,4,M3,13,313141,M313141.jpg,1,1,4,
1673,5,5,M3,13,313211,M313211.jpg,1,2,1,
1674,6,6,M3,13,313221,M313221.jpg,1,2,2,
1675,7,7,M3,13,313231,M313231.jpg,1,2,3,
1676,8,8,M3,13,313241,M313241.jpg,1,2,4,
1677,9,9,M3,13,313311,M313311.jpg,1,3,1,
1678,10,10,M3,13,313321,M313321.jpg,1,3,2,
1679,11,11,M3,13,313331,M313331.jpg,1,3,3,
1680,12,12,M3,13,313341,M313341.jpg,1,3,4,
1681,13,1,M3,13,313112,M313112.jpg,2,1,1,
1682,14,2,M3,13,313122,M313122.jpg,2,1,2,
1683,15,3,M3,13,313132,M313132.jpg,2,1,3,
1684,16,4,M3,13,313142,M313142.jpg,2,1,4,
1685,17,5,M3,13,313212,M313212.jpg,2,2,1,
1686,18,6,M3,13,313222,M313222.jpg,2,2,2,
1687,19,7,M3,13,313232,M313232.jpg,2,2,3,
1688,20,8,M3,13,313242,M313242.jpg,2,2,4,
1689,21,9,M3,13,313312,M313312.jpg,2,3,1,
1690,22,10,M3,13,313322,M313322.jpg,2,3,2,
1691,23,11,M3,13,313332,M313332.jpg,2,3,3,
1692,24,12,M3,13,313342,M313342.jpg,2,3,4,
1693,25,1,M3,13,313113,M313113.jpg,3,1,1,
1694,26,2,M3,13,313123,M313123.jpg,3,1,2,
1695,27,3,M3,13,313133,M313133.jpg,3,1,3,
1696,28,4,M3,13,313143,M313143.jpg,3,1,4,
1697,29,5,M3,13,313213,M313213.jpg,3,2,1,
1698,30,6,M3,13,313223,M313223.jpg,3,2,2,
1699,31,7,M3,13,313233,M313233.jpg,3,2,3,
1700,32,8,M3,13,313243,M313243.jpg,3,2,4,
1701,33,9,M3,13,313313,M313313.jpg,3,3,1,
1702,34,10,M3,13,313323,M313323.jpg,3,3,2,
1703,35,11,M3,13,313333,M313333.jpg,3,3,3,
1704,36,12,M3,13,313343,M313343.jpg,3,3,4,
1705,37,1,M3,13,313114,M313114.jpg,4,1,1,
1706,38,2,M3,13,313124,M313124.jpg,4,1,2,
1707,39,3,M3,13,313134,M313134.jpg,4,1,3,
1708,40,4,M3,13,313144,M313144.jpg,4,1,4,
1709,41,5,M3,13,313214,M313214.jpg,4,2,1,
1710,42,6,M3,13,313224,M313224.jpg,4,2,2,
1711,43,7,M3,13,313234,M313234.jpg,4,2,3,
1712,44,8,M3,13,313244,M313244.jpg,4,2,4,
1713,45,9,M3,13,313314,M313314.jpg,4,3,1,
1714,46,10,M3,13,313324,M313324.jpg,4,3,2,
1715,47,11,M3,13,313334,M313334.jpg,4,3,3,
1716,48,12,M3,13,313344,M313344.jpg,4,3,4,
1717,49,1,M3,13,313115,M313115.jpg,5,1,1,
1718,50,2,M3,13,313125,M313125.jpg,5,1,2,
1719,51,3,M3,13,313135,M313135.jpg,5,1,3,
1720,52,4,M3,13,313145,M313145.jpg,5,1,4,
1721,53,5,M3,13,313215,M313215.jpg,5,2,1,
1722,54,6,M3,13,313225,M313225.jpg,5,2,2,
1723,55,7,M3,13,313235,M313235.jpg,5,2,3,
1724,56,8,M3,13,313245,M313245.jpg,5,2,4,
1725,57,9,M3,13,313315,M313315.jpg,5,3,1,
1726,58,10,M3,13,313325,M313325.jpg,5,3,2,
1727,59,11,M3,13,313335,M313335.jpg,5,3,3,
1728,60,12,M3,13,313346,M313346.jpg,6,3,4,
1729,61,1,M3,13,313116,M313116.jpg,6,1,1,
1730,62,2,M3,13,313126,M313126.jpg,6,1,2,
1731,63,3,M3,13,313136,M313136.jpg,6,1,3,
1732,64,4,M3,13,313146,M313146.jpg,6,1,4,
1733,65,5,M3,13,313216,M313216.jpg,6,2,1,
1734,66,6,M3,13,313226,M313226.jpg,6,2,2,
1735,67,7,M3,13,313236,M313236.jpg,6,2,3,
1736,68,8,M3,13,313246,M313246.jpg,6,2,4,
1737,69,9,M3,13,313316,M313316.jpg,6,3,1,
1738,70,10,M3,13,313326,M313326.jpg,6,3,2,
1739,71,11,M3,13,313336,M313336.jpg,6,3,3,
1740,72,12,M3,13,313346,M313346.jpg,6,3,4,
1741,73,1,M3,13,313117,M313117.jpg,7,1,1,
1742,74,2,M3,13,313127,M313127.jpg,7,1,2,
1743,75,3,M3,13,313137,M313137.jpg,7,1,3,
1744,76,4,M3,13,313147,M313147.jpg,7,1,4,
1745,77,5,M3,13,313217,M313217.jpg,7,2,1,
1746,78,6,M3,13,313227,M313227.jpg,7,2,2,
1747,79,7,M3,13,313237,M313237.jpg,7,2,3,
1748,80,8,M3,13,313247,M313247.jpg,7,2,4,
1749,81,9,M3,13,313317,M313317.jpg,7,3,1,
1750,82,10,M3,13,313327,M313327.jpg,7,3,2,
1751,83,11,M3,13,313337,M313337.jpg,7,3,3,
1752,84,12,M3,13,313347,M313347.jpg,7,3,4,
1753,85,1,M3,13,313118,M313118.jpg,8,1,1,
1754,86,2,M3,13,313128,M313128.jpg,8,1,2,
1755,87,3,M3,13,313138,M313138.jpg,8,1,3,
1756,88,4,M3,13,313148,M313148.jpg,8,1,4,
1757,89,5,M3,13,313218,M313218.jpg,8,2,1,
1758,90,6,M3,13,313228,M313228.jpg,8,2,2,
1759,91,7,M3,13,313238,M313238.jpg,8,2,3,
1760,92,8,M3,13,313248,M313248.jpg,8,2,4,
1761,93,9,M3,13,313318,M313318.jpg,8,3,1,
1762,94,10,M3,13,313328,M313328.jpg,8,3,2,
1763,95,11,M3,13,313338,M313338.jpg,8,3,3,
1764,96,12,M3,13,313348,M313348.jpg,8,3,4,
1765,97,1,M3,13,313119,M313119.jpg,9,1,1,
1766,98,2,M3,13,313129,M313129.jpg,9,1,2,
1767,99,3,M3,13,313139,M313139.jpg,9,1,3,
1768,100,4,M3,13,313149,M313149.jpg,9,1,4,
1769,101,5,M3,13,313219,M313219.jpg,9,2,1,
1770,102,6,M3,13,313229,M313229.jpg,9,2,2,
1771,103,7,M3,13,313239,M313239.jpg,9,2,3,
1772,104,8,M3,13,313249,M313249.jpg,9,2,4,
1773,105,9,M3,13,313319,M313319.jpg,9,3,1,
1774,106,10,M3,13,313329,M313329.jpg,9,3,2,
1775,107,11,M3,13,313339,M313339.jpg,9,3,3,
1776,108,12,M3,13,313349,M313349.jpg,9,3,4,
1777,109,1,M3,13,3131110,M3131110.jpg,10,1,1,
1778,110,2,M3,13,3131210,M3131210.jpg,10,1,2,
1779,111,3,M3,13,3131310,M3131310.jpg,10,1,3,
1780,112,4,M3,13,3131410,M3131410.jpg,10,1,4,
1781,113,5,M3,13,3132110,M3132110.jpg,10,2,1,
1782,114,6,M3,13,3132210,M3132210.jpg,10,2,2,
1783,115,7,M3,13,3132310,M3132310.jpg,10,2,3,
1784,116,8,M3,13,3132410,M3132410.jpg,10,2,4,
1785,117,9,M3,13,3133110,M3133110.jpg,10,3,1,
1786,118,10,M3,13,3133210,M3133210.jpg,10,3,2,
1787,119,11,M3,13,3133310,M3133310.jpg,10,3,3,
1788,120,12,M3,13,3133410,M3133410.jpg,10,3,4,
