mci_recid,mci_refsite,mci_refday,site,year,img_fid,img_flink,img_cid,day_c,rep_nci,grid_id,mnci_ob1,mnci_ob2
1,1,1,T1,13,113111,T113111.jpg,1,1,1,1,,
2,2,2,T1,13,113121,T113121.jpg,1,1,1,2,,
3,3,3,T1,13,113131,T113131.jpg,1,1,1,3,,
4,4,4,T1,13,113141,T113141.jpg,1,1,1,4,,
5,5,5,T1,13,113111,T113111.jpg,1,1,2,1,,
6,6,6,T1,13,113121,T113121.jpg,1,1,2,2,,
7,7,7,T1,13,113131,T113131.jpg,1,1,2,3,,
8,8,8,T1,13,113141,T113141.jpg,1,1,2,4,,
9,9,9,T1,13,113111,T113111.jpg,1,1,3,1,,
10,10,10,T1,13,113121,T113121.jpg,1,1,3,2,,
11,11,11,T1,13,113131,T113131.jpg,1,1,3,3,,
12,12,12,T1,13,113141,T113141.jpg,1,1,3,4,,
13,13,1,T1,13,113112,T113112.jpg,1,2,1,1,,
14,14,2,T1,13,113122,T113122.jpg,1,2,1,2,,
15,15,3,T1,13,113132,T113132.jpg,1,2,1,3,,
16,16,4,T1,13,113142,T113142.jpg,1,2,1,4,,
17,17,5,T1,13,113112,T113112.jpg,1,2,2,1,,
18,18,6,T1,13,113122,T113122.jpg,1,2,2,2,,
19,19,7,T1,13,113132,T113132.jpg,1,2,2,3,,
20,20,8,T1,13,113142,T113142.jpg,1,2,2,4,,
21,21,9,T1,13,113112,T113112.jpg,1,2,3,1,,
22,22,10,T1,13,113122,T113122.jpg,1,2,3,2,,
23,23,11,T1,13,113132,T113132.jpg,1,2,3,3,,
24,24,12,T1,13,113142,T113142.jpg,1,2,3,4,,
25,25,1,T1,13,113113,T113113.jpg,1,3,1,1,,
26,26,2,T1,13,113123,T113123.jpg,1,3,1,2,,
27,27,3,T1,13,113133,T113133.jpg,1,3,1,3,,
28,28,4,T1,13,113143,T113143.jpg,1,3,1,4,,
29,29,5,T1,13,113113,T113113.jpg,1,3,2,1,,
30,30,6,T1,13,113123,T113123.jpg,1,3,2,2,,
31,31,7,T1,13,113133,T113133.jpg,1,3,2,3,,
32,32,8,T1,13,113143,T113143.jpg,1,3,2,4,,
33,33,9,T1,13,113113,T113113.jpg,1,3,3,1,,
34,34,10,T1,13,113123,T113123.jpg,1,3,3,2,,
35,35,11,T1,13,113133,T113133.jpg,1,3,3,3,,
36,36,12,T1,13,113143,T113143.jpg,1,3,3,4,,
37,37,1,T1,13,113114,T113114.jpg,1,4,1,1,,
38,38,2,T1,13,113124,T113124.jpg,1,4,1,2,,
39,39,3,T1,13,113134,T113134.jpg,1,4,1,3,,
40,40,4,T1,13,113144,T113144.jpg,1,4,1,4,,
41,41,5,T1,13,113114,T113114.jpg,1,4,2,1,,
42,42,6,T1,13,113124,T113124.jpg,1,4,2,2,,
43,43,7,T1,13,113134,T113134.jpg,1,4,2,3,,
44,44,8,T1,13,113144,T113144.jpg,1,4,2,4,,
45,45,9,T1,13,113114,T113114.jpg,1,4,3,1,,
46,46,10,T1,13,113124,T113124.jpg,1,4,3,2,,
47,47,11,T1,13,113134,T113134.jpg,1,4,3,3,,
48,48,12,T1,13,113144,T113144.jpg,1,4,3,4,,
49,49,1,T1,13,113115,T113115.jpg,1,5,1,1,,
50,50,2,T1,13,113125,T113125.jpg,1,5,1,2,,
51,51,3,T1,13,113135,T113135.jpg,1,5,1,3,,
52,52,4,T1,13,113145,T113145.jpg,1,5,1,4,,
53,53,5,T1,13,113115,T113115.jpg,1,5,2,1,,
54,54,6,T1,13,113125,T113125.jpg,1,5,2,2,,
55,55,7,T1,13,113135,T113135.jpg,1,5,2,3,,
56,56,8,T1,13,113145,T113145.jpg,1,5,2,4,,
57,57,9,T1,13,113115,T113115.jpg,1,5,3,1,,
58,58,10,T1,13,113125,T113125.jpg,1,5,3,2,,
59,59,11,T1,13,113135,T113135.jpg,1,5,3,3,,
60,60,12,T1,13,113145,T113145.jpg,1,5,3,4,,
61,61,1,T1,13,113116,T113116.jpg,1,6,1,1,,
62,62,2,T1,13,113126,T113126.jpg,1,6,1,2,,
63,63,3,T1,13,113136,T113136.jpg,1,6,1,3,,
64,64,4,T1,13,113146,T113146.jpg,1,6,1,4,,
65,65,5,T1,13,113116,T113116.jpg,1,6,2,1,,
66,66,6,T1,13,113126,T113126.jpg,1,6,2,2,,
67,67,7,T1,13,113136,T113136.jpg,1,6,2,3,,
68,68,8,T1,13,113146,T113146.jpg,1,6,2,4,,
69,69,9,T1,13,113116,T113116.jpg,1,6,3,1,,
70,70,10,T1,13,113126,T113126.jpg,1,6,3,2,,
71,71,11,T1,13,113136,T113136.jpg,1,6,3,3,,
72,72,12,T1,13,113146,T113146.jpg,1,6,3,4,,
73,73,1,T1,13,113117,T113117.jpg,1,7,1,1,,
74,74,2,T1,13,113127,T113127.jpg,1,7,1,2,,
75,75,3,T1,13,113137,T113137.jpg,1,7,1,3,,
76,76,4,T1,13,113147,T113147.jpg,1,7,1,4,,
77,77,5,T1,13,113117,T113117.jpg,1,7,2,1,,
78,78,6,T1,13,113127,T113127.jpg,1,7,2,2,,
79,79,7,T1,13,113137,T113137.jpg,1,7,2,3,,
80,80,8,T1,13,113147,T113147.jpg,1,7,2,4,,
81,81,9,T1,13,113117,T113117.jpg,1,7,3,1,,
82,82,10,T1,13,113127,T113127.jpg,1,7,3,2,,
83,83,11,T1,13,113137,T113137.jpg,1,7,3,3,,
84,84,12,T1,13,113147,T113147.jpg,1,7,3,4,,
85,85,1,T1,13,113118,T113118.jpg,1,8,1,1,,
86,86,2,T1,13,113128,T113128.jpg,1,8,1,2,,
87,87,3,T1,13,113138,T113138.jpg,1,8,1,3,,
88,88,4,T1,13,113148,T113148.jpg,1,8,1,4,,
89,89,5,T1,13,113118,T113118.jpg,1,8,2,1,,
90,90,6,T1,13,113128,T113128.jpg,1,8,2,2,,
91,91,7,T1,13,113138,T113138.jpg,1,8,2,3,,
92,92,8,T1,13,113148,T113148.jpg,1,8,2,4,,
93,93,9,T1,13,113118,T113118.jpg,1,8,3,1,,
94,94,10,T1,13,113128,T113128.jpg,1,8,3,2,,
95,95,11,T1,13,113138,T113138.jpg,1,8,3,3,,
96,96,12,T1,13,113148,T113148.jpg,1,8,3,4,,
97,97,1,T1,13,113119,T113119.jpg,1,9,1,1,,
98,98,2,T1,13,113129,T113129.jpg,1,9,1,2,,
99,99,3,T1,13,113139,T113139.jpg,1,9,1,3,,
100,100,4,T1,13,113149,T113149.jpg,1,9,1,4,,
101,101,5,T1,13,113119,T113119.jpg,1,9,2,1,,
102,102,6,T1,13,113129,T113129.jpg,1,9,2,2,,
103,103,7,T1,13,113139,T113139.jpg,1,9,2,3,,
104,104,8,T1,13,113149,T113149.jpg,1,9,2,4,,
105,105,9,T1,13,113119,T113119.jpg,1,9,3,1,,
106,106,10,T1,13,113129,T113129.jpg,1,9,3,2,,
107,107,11,T1,13,113139,T113139.jpg,1,9,3,3,,
108,108,12,T1,13,113149,T113149.jpg,1,9,3,4,,
109,109,1,T1,13,1131110,T1131110.jpg,1,10,1,1,,
110,110,2,T1,13,1131210,T1131210.jpg,1,10,1,2,,
111,111,3,T1,13,1131310,T1131310.jpg,1,10,1,3,,
112,112,4,T1,13,1131410,T1131410.jpg,1,10,1,4,,
113,113,5,T1,13,1131110,T1131110.jpg,1,10,2,1,,
114,114,6,T1,13,1131210,T1131210.jpg,1,10,2,2,,
115,115,7,T1,13,1131310,T1131310.jpg,1,10,2,3,,
116,116,8,T1,13,1131410,T1131410.jpg,1,10,2,4,,
117,117,9,T1,13,1131110,T1131110.jpg,1,10,3,1,,
118,118,10,T1,13,1131210,T1131210.jpg,1,10,3,2,,
119,119,11,T1,13,1131310,T1131310.jpg,1,10,3,3,,
120,120,12,T1,13,1131410,T1131410.jpg,1,10,3,4,,
121,1,1,P2,13,213111,P213111.jpg,1,1,1,1,,
122,2,2,P2,13,213121,P213121.jpg,1,1,1,2,,
123,3,3,P2,13,213131,P213131.jpg,1,1,1,3,,
124,4,4,P2,13,213141,P213141.jpg,1,1,1,4,,
125,5,5,P2,13,213111,P213111.jpg,1,1,2,1,,
126,6,6,P2,13,213121,P213121.jpg,1,1,2,2,,
127,7,7,P2,13,213131,P213131.jpg,1,1,2,3,,
128,8,8,P2,13,213141,P213141.jpg,1,1,2,4,,
129,9,9,P2,13,213111,P213111.jpg,1,1,3,1,,
130,10,10,P2,13,213121,P213121.jpg,1,1,3,2,,
131,11,11,P2,13,213131,P213131.jpg,1,1,3,3,,
132,12,12,P2,13,213141,P213141.jpg,1,1,3,4,,
133,13,1,P2,13,213112,P213112.jpg,1,2,1,1,,
134,14,2,P2,13,213122,P213122.jpg,1,2,1,2,,
135,15,3,P2,13,213132,P213132.jpg,1,2,1,3,,
136,16,4,P2,13,213142,P213142.jpg,1,2,1,4,,
137,17,5,P2,13,213112,P213112.jpg,1,2,2,1,,
138,18,6,P2,13,213122,P213122.jpg,1,2,2,2,,
139,19,7,P2,13,213132,P213132.jpg,1,2,2,3,,
140,20,8,P2,13,213142,P213142.jpg,1,2,2,4,,
141,21,9,P2,13,213112,P213112.jpg,1,2,3,1,,
142,22,10,P2,13,213122,P213122.jpg,1,2,3,2,,
143,23,11,P2,13,213132,P213132.jpg,1,2,3,3,,
144,24,12,P2,13,213142,P213142.jpg,1,2,3,4,,
145,25,1,P2,13,213113,P213113.jpg,1,3,1,1,,
146,26,2,P2,13,213123,P213123.jpg,1,3,1,2,,
147,27,3,P2,13,213133,P213133.jpg,1,3,1,3,,
148,28,4,P2,13,213143,P213143.jpg,1,3,1,4,,
149,29,5,P2,13,213113,P213113.jpg,1,3,2,1,,
150,30,6,P2,13,213123,P213123.jpg,1,3,2,2,,
151,31,7,P2,13,213133,P213133.jpg,1,3,2,3,,
152,32,8,P2,13,213143,P213143.jpg,1,3,2,4,,
153,33,9,P2,13,213113,P213113.jpg,1,3,3,1,,
154,34,10,P2,13,213123,P213123.jpg,1,3,3,2,,
155,35,11,P2,13,213133,P213133.jpg,1,3,3,3,,
156,36,12,P2,13,213143,P213143.jpg,1,3,3,4,,
157,37,1,P2,13,213114,P213114.jpg,1,4,1,1,,
158,38,2,P2,13,213124,P213124.jpg,1,4,1,2,,
159,39,3,P2,13,213134,P213134.jpg,1,4,1,3,,
160,40,4,P2,13,213144,P213144.jpg,1,4,1,4,,
161,41,5,P2,13,213114,P213114.jpg,1,4,2,1,,
162,42,6,P2,13,213124,P213124.jpg,1,4,2,2,,
163,43,7,P2,13,213134,P213134.jpg,1,4,2,3,,
164,44,8,P2,13,213144,P213144.jpg,1,4,2,4,,
165,45,9,P2,13,213114,P213114.jpg,1,4,3,1,,
166,46,10,P2,13,213124,P213124.jpg,1,4,3,2,,
167,47,11,P2,13,213134,P213134.jpg,1,4,3,3,,
168,48,12,P2,13,213144,P213144.jpg,1,4,3,4,,
169,49,1,P2,13,213115,P213115.jpg,1,5,1,1,,
170,50,2,P2,13,213125,P213125.jpg,1,5,1,2,,
171,51,3,P2,13,213135,P213135.jpg,1,5,1,3,,
172,52,4,P2,13,213145,P213145.jpg,1,5,1,4,,
173,53,5,P2,13,213115,P213115.jpg,1,5,2,1,,
174,54,6,P2,13,213125,P213125.jpg,1,5,2,2,,
175,55,7,P2,13,213135,P213135.jpg,1,5,2,3,,
176,56,8,P2,13,213145,P213145.jpg,1,5,2,4,,
177,57,9,P2,13,213115,P213115.jpg,1,5,3,1,,
178,58,10,P2,13,213125,P213125.jpg,1,5,3,2,,
179,59,11,P2,13,213135,P213135.jpg,1,5,3,3,,
180,60,12,P2,13,213145,P213145.jpg,1,5,3,4,,
181,61,1,P2,13,213116,P213116.jpg,1,6,1,1,,
182,62,2,P2,13,213126,P213126.jpg,1,6,1,2,,
183,63,3,P2,13,213136,P213136.jpg,1,6,1,3,,
184,64,4,P2,13,213146,P213146.jpg,1,6,1,4,,
185,65,5,P2,13,213116,P213116.jpg,1,6,2,1,,
186,66,6,P2,13,213126,P213126.jpg,1,6,2,2,,
187,67,7,P2,13,213136,P213136.jpg,1,6,2,3,,
188,68,8,P2,13,213146,P213146.jpg,1,6,2,4,,
189,69,9,P2,13,213116,P213116.jpg,1,6,3,1,,
190,70,10,P2,13,213126,P213126.jpg,1,6,3,2,,
191,71,11,P2,13,213136,P213136.jpg,1,6,3,3,,
192,72,12,P2,13,213146,P213146.jpg,1,6,3,4,,
193,73,1,P2,13,213117,P213117.jpg,1,7,1,1,,
194,74,2,P2,13,213127,P213127.jpg,1,7,1,2,,
195,75,3,P2,13,213137,P213137.jpg,1,7,1,3,,
196,76,4,P2,13,213147,P213147.jpg,1,7,1,4,,
197,77,5,P2,13,213117,P213117.jpg,1,7,2,1,,
198,78,6,P2,13,213127,P213127.jpg,1,7,2,2,,
199,79,7,P2,13,213137,P213137.jpg,1,7,2,3,,
200,80,8,P2,13,213147,P213147.jpg,1,7,2,4,,
201,81,9,P2,13,213117,P213117.jpg,1,7,3,1,,
202,82,10,P2,13,213127,P213127.jpg,1,7,3,2,,
203,83,11,P2,13,213137,P213137.jpg,1,7,3,3,,
204,84,12,P2,13,213147,P213147.jpg,1,7,3,4,,
205,85,1,P2,13,213118,P213118.jpg,1,8,1,1,,
206,86,2,P2,13,213128,P213128.jpg,1,8,1,2,,
207,87,3,P2,13,213138,P213138.jpg,1,8,1,3,,
208,88,4,P2,13,213148,P213148.jpg,1,8,1,4,,
209,89,5,P2,13,213118,P213118.jpg,1,8,2,1,,
210,90,6,P2,13,213128,P213128.jpg,1,8,2,2,,
211,91,7,P2,13,213138,P213138.jpg,1,8,2,3,,
212,92,8,P2,13,213148,P213148.jpg,1,8,2,4,,
213,93,9,P2,13,213118,P213118.jpg,1,8,3,1,,
214,94,10,P2,13,213128,P213128.jpg,1,8,3,2,,
215,95,11,P2,13,213138,P213138.jpg,1,8,3,3,,
216,96,12,P2,13,213148,P213148.jpg,1,8,3,4,,
217,97,1,P2,13,213119,P213119.jpg,1,9,1,1,,
218,98,2,P2,13,213129,P213129.jpg,1,9,1,2,,
219,99,3,P2,13,213139,P213139.jpg,1,9,1,3,,
220,100,4,P2,13,213149,P213149.jpg,1,9,1,4,,
221,101,5,P2,13,213119,P213119.jpg,1,9,2,1,,
222,102,6,P2,13,213129,P213129.jpg,1,9,2,2,,
223,103,7,P2,13,213139,P213139.jpg,1,9,2,3,,
224,104,8,P2,13,213149,P213149.jpg,1,9,2,4,,
225,105,9,P2,13,213119,P213119.jpg,1,9,3,1,,
226,106,10,P2,13,213129,P213129.jpg,1,9,3,2,,
227,107,11,P2,13,213139,P213139.jpg,1,9,3,3,,
228,108,12,P2,13,213149,P213149.jpg,1,9,3,4,,
229,109,1,P2,13,2131110,P2131110.jpg,1,10,1,1,,
230,110,2,P2,13,2131210,P2131210.jpg,1,10,1,2,,
231,111,3,P2,13,2131310,P2131310.jpg,1,10,1,3,,
232,112,4,P2,13,2131410,P2131410.jpg,1,10,1,4,,
233,113,5,P2,13,2131110,P2131110.jpg,1,10,2,1,,
234,114,6,P2,13,2131210,P2131210.jpg,1,10,2,2,,
235,115,7,P2,13,2131310,P2131310.jpg,1,10,2,3,,
236,116,8,P2,13,2131410,P2131410.jpg,1,10,2,4,,
237,117,9,P2,13,2131110,P2131110.jpg,1,10,3,1,,
238,118,10,P2,13,2131210,P2131210.jpg,1,10,3,2,,
239,119,11,P2,13,2131310,P2131310.jpg,1,10,3,3,,
240,120,12,P2,13,2131410,P2131410.jpg,1,10,3,4,,
241,1,1,M3,13,313111,M313111.jpg,1,1,1,1,,
242,2,2,M3,13,313121,M313121.jpg,1,1,1,2,,
243,3,3,M3,13,313131,M313131.jpg,1,1,1,3,,
244,4,4,M3,13,313141,M313141.jpg,1,1,1,4,,
245,5,5,M3,13,313111,M313111.jpg,1,1,2,1,,
246,6,6,M3,13,313121,M313121.jpg,1,1,2,2,,
247,7,7,M3,13,313131,M313131.jpg,1,1,2,3,,
248,8,8,M3,13,313141,M313141.jpg,1,1,2,4,,
249,9,9,M3,13,313111,M313111.jpg,1,1,3,1,,
250,10,10,M3,13,313121,M313121.jpg,1,1,3,2,,
251,11,11,M3,13,313131,M313131.jpg,1,1,3,3,,
252,12,12,M3,13,313141,M313141.jpg,1,1,3,4,,
253,13,1,M3,13,313112,M313112.jpg,1,2,1,1,,
254,14,2,M3,13,313122,M313122.jpg,1,2,1,2,,
255,15,3,M3,13,313132,M313132.jpg,1,2,1,3,,
256,16,4,M3,13,313142,M313142.jpg,1,2,1,4,,
257,17,5,M3,13,313112,M313112.jpg,1,2,2,1,,
258,18,6,M3,13,313122,M313122.jpg,1,2,2,2,,
259,19,7,M3,13,313132,M313132.jpg,1,2,2,3,,
260,20,8,M3,13,313142,M313142.jpg,1,2,2,4,,
261,21,9,M3,13,313112,M313112.jpg,1,2,3,1,,
262,22,10,M3,13,313122,M313122.jpg,1,2,3,2,,
263,23,11,M3,13,313132,M313132.jpg,1,2,3,3,,
264,24,12,M3,13,313142,M313142.jpg,1,2,3,4,,
265,25,1,M3,13,313113,M313113.jpg,1,3,1,1,,
266,26,2,M3,13,313123,M313123.jpg,1,3,1,2,,
267,27,3,M3,13,313133,M313133.jpg,1,3,1,3,,
268,28,4,M3,13,313143,M313143.jpg,1,3,1,4,,
269,29,5,M3,13,313113,M313113.jpg,1,3,2,1,,
270,30,6,M3,13,313123,M313123.jpg,1,3,2,2,,
271,31,7,M3,13,313133,M313133.jpg,1,3,2,3,,
272,32,8,M3,13,313143,M313143.jpg,1,3,2,4,,
273,33,9,M3,13,313113,M313113.jpg,1,3,3,1,,
274,34,10,M3,13,313123,M313123.jpg,1,3,3,2,,
275,35,11,M3,13,313133,M313133.jpg,1,3,3,3,,
276,36,12,M3,13,313143,M313143.jpg,1,3,3,4,,
277,37,1,M3,13,313114,M313114.jpg,1,4,1,1,,
278,38,2,M3,13,313124,M313124.jpg,1,4,1,2,,
279,39,3,M3,13,313134,M313134.jpg,1,4,1,3,,
280,40,4,M3,13,313144,M313144.jpg,1,4,1,4,,
281,41,5,M3,13,313114,M313114.jpg,1,4,2,1,,
282,42,6,M3,13,313124,M313124.jpg,1,4,2,2,,
283,43,7,M3,13,313134,M313134.jpg,1,4,2,3,,
284,44,8,M3,13,313144,M313144.jpg,1,4,2,4,,
285,45,9,M3,13,313114,M313114.jpg,1,4,3,1,,
286,46,10,M3,13,313124,M313124.jpg,1,4,3,2,,
287,47,11,M3,13,313134,M313134.jpg,1,4,3,3,,
288,48,12,M3,13,313144,M313144.jpg,1,4,3,4,,
289,49,1,M3,13,313115,M313115.jpg,1,5,1,1,,
290,50,2,M3,13,313125,M313125.jpg,1,5,1,2,,
291,51,3,M3,13,313135,M313135.jpg,1,5,1,3,,
292,52,4,M3,13,313145,M313145.jpg,1,5,1,4,,
293,53,5,M3,13,313115,M313115.jpg,1,5,2,1,,
294,54,6,M3,13,313125,M313125.jpg,1,5,2,2,,
295,55,7,M3,13,313135,M313135.jpg,1,5,2,3,,
296,56,8,M3,13,313145,M313145.jpg,1,5,2,4,,
297,57,9,M3,13,313115,M313115.jpg,1,5,3,1,,
298,58,10,M3,13,313125,M313125.jpg,1,5,3,2,,
299,59,11,M3,13,313135,M313135.jpg,1,5,3,3,,
300,60,12,M3,13,313145,M313145.jpg,1,5,3,4,,
301,61,1,M3,13,313116,M313116.jpg,1,6,1,1,,
302,62,2,M3,13,313126,M313126.jpg,1,6,1,2,,
303,63,3,M3,13,313136,M313136.jpg,1,6,1,3,,
304,64,4,M3,13,313146,M313146.jpg,1,6,1,4,,
305,65,5,M3,13,313116,M313116.jpg,1,6,2,1,,
306,66,6,M3,13,313126,M313126.jpg,1,6,2,2,,
307,67,7,M3,13,313136,M313136.jpg,1,6,2,3,,
308,68,8,M3,13,313146,M313146.jpg,1,6,2,4,,
309,69,9,M3,13,313116,M313116.jpg,1,6,3,1,,
310,70,10,M3,13,313126,M313126.jpg,1,6,3,2,,
311,71,11,M3,13,313136,M313136.jpg,1,6,3,3,,
312,72,12,M3,13,313146,M313146.jpg,1,6,3,4,,
313,73,1,M3,13,313117,M313117.jpg,1,7,1,1,,
314,74,2,M3,13,313127,M313127.jpg,1,7,1,2,,
315,75,3,M3,13,313137,M313137.jpg,1,7,1,3,,
316,76,4,M3,13,313147,M313147.jpg,1,7,1,4,,
317,77,5,M3,13,313117,M313117.jpg,1,7,2,1,,
318,78,6,M3,13,313127,M313127.jpg,1,7,2,2,,
319,79,7,M3,13,313137,M313137.jpg,1,7,2,3,,
320,80,8,M3,13,313147,M313147.jpg,1,7,2,4,,
321,81,9,M3,13,313117,M313117.jpg,1,7,3,1,,
322,82,10,M3,13,313127,M313127.jpg,1,7,3,2,,
323,83,11,M3,13,313137,M313137.jpg,1,7,3,3,,
324,84,12,M3,13,313147,M313147.jpg,1,7,3,4,,
325,85,1,M3,13,313118,M313118.jpg,1,8,1,1,,
326,86,2,M3,13,313128,M313128.jpg,1,8,1,2,,
327,87,3,M3,13,313138,M313138.jpg,1,8,1,3,,
328,88,4,M3,13,313148,M313148.jpg,1,8,1,4,,
329,89,5,M3,13,313118,M313118.jpg,1,8,2,1,,
330,90,6,M3,13,313128,M313128.jpg,1,8,2,2,,
331,91,7,M3,13,313138,M313138.jpg,1,8,2,3,,
332,92,8,M3,13,313148,M313148.jpg,1,8,2,4,,
333,93,9,M3,13,313118,M313118.jpg,1,8,3,1,,
334,94,10,M3,13,313128,M313128.jpg,1,8,3,2,,
335,95,11,M3,13,313138,M313138.jpg,1,8,3,3,,
336,96,12,M3,13,313148,M313148.jpg,1,8,3,4,,
337,97,1,M3,13,313119,M313119.jpg,1,9,1,1,,
338,98,2,M3,13,313129,M313129.jpg,1,9,1,2,,
339,99,3,M3,13,313139,M313139.jpg,1,9,1,3,,
340,100,4,M3,13,313149,M313149.jpg,1,9,1,4,,
341,101,5,M3,13,313119,M313119.jpg,1,9,2,1,,
342,102,6,M3,13,313129,M313129.jpg,1,9,2,2,,
343,103,7,M3,13,313139,M313139.jpg,1,9,2,3,,
344,104,8,M3,13,313149,M313149.jpg,1,9,2,4,,
345,105,9,M3,13,313119,M313119.jpg,1,9,3,1,,
346,106,10,M3,13,313129,M313129.jpg,1,9,3,2,,
347,107,11,M3,13,313139,M313139.jpg,1,9,3,3,,
348,108,12,M3,13,313149,M313149.jpg,1,9,3,4,,
349,109,1,M3,13,3131110,M3131110.jpg,1,10,1,1,,
350,110,2,M3,13,3131210,M3131210.jpg,1,10,1,2,,
351,111,3,M3,13,3131310,M3131310.jpg,1,10,1,3,,
352,112,4,M3,13,3131410,M3131410.jpg,1,10,1,4,,
353,113,5,M3,13,3131110,M3131110.jpg,1,10,2,1,,
354,114,6,M3,13,3131210,M3131210.jpg,1,10,2,2,,
355,115,7,M3,13,3131310,M3131310.jpg,1,10,2,3,,
356,116,8,M3,13,3131410,M3131410.jpg,1,10,2,4,,
357,117,9,M3,13,3131110,M3131110.jpg,1,10,3,1,,
358,118,10,M3,13,3131210,M3131210.jpg,1,10,3,2,,
359,119,11,M3,13,3131310,M3131310.jpg,1,10,3,3,,
360,120,12,M3,13,3131410,M3131410.jpg,1,10,3,4,,
